Data scraped on 02-Mar-2022 17:13:06

id|category|title|director|actors|rating|users_rated|year|url
0773262|Show|Ντέξτερ|-|Michael C. Hall, Jennifer Carpenter|8.6|707,044|2006|https://www.imdb.com/title/tt0773262/
1266020|Show|Parks and Recreation|-|Amy Poehler, Jim O'Heir|8.6|243,507|2009|https://www.imdb.com/title/tt1266020/
0459159|Show|The Thick of It|-|Chris Addison, James Smith|8.6|22,690|2005|https://www.imdb.com/title/tt0459159/
2303687|Show|Στο βωμό του καθήκοντος|-|Martin Compston, Vicky McClure|8.6|54,226|2012|https://www.imdb.com/title/tt2303687/
0348914|Show|Deadwood|-|Timothy Olyphant, Ian McShane|8.6|103,062|2004|https://www.imdb.com/title/tt0348914/
6025022|Show|I super legeona|-|George Newbern, Kevin Conroy|8.6|14,530|2004|https://www.imdb.com/title/tt6025022/
4299972|Show|The Jinx: The Life and Deaths of Robert Durst|-|Andrew Jarecki, Robert Durst|8.6|44,261|2015|https://www.imdb.com/title/tt4299972/
0318871|Show|Kenpû Denki Berserk|-|Marc Diraison, Nobutoshi Canna|8.6|35,179|1997|https://www.imdb.com/title/tt0318871/
0111958|Show|Father Ted|-|Dermot Morgan, Ardal O'Hanlon|8.6|39,181|1995|https://www.imdb.com/title/tt0111958/
3322312|Show|Daredevil|-|Charlie Cox, Vincent D'Onofrio|8.6|411,019|2015|https://www.imdb.com/title/tt3322312/
9335498|Show|Demon Slayer: Kimetsu No Yaiba|-|Natsuki Hanae, Yoshitsugu Matsuoka|8.6|81,427|2019|https://www.imdb.com/title/tt9335498/
0994314|Show|Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion|-|Jun Fukuyama, Takahiro Sakurai|8.6|62,597|2006|https://www.imdb.com/title/tt0994314/
1641384|Show|Νεαρή Λεγεώνα|-|Nolan North, Danica McKellar|8.6|38,300|2010|https://www.imdb.com/title/tt1641384/
3398540|Show|Haikyuu!!|-|Ayumu Murase, Kaito Ishikawa|8.6|20,727|2014|https://www.imdb.com/title/tt3398540/
4288182|Show|Atlanta|-|Donald Glover, Brian Tyree Henry|8.6|62,161|2016|https://www.imdb.com/title/tt4288182/
1733785|Show|Bron/Broen|-|Sofia Helin, Rafael Pettersson|8.6|66,127|2011|https://www.imdb.com/title/tt1733785/
1486217|Show|Άρτσερ|-|H. Jon Benjamin, Judy Greer|8.6|149,276|2009|https://www.imdb.com/title/tt1486217/
0088484|Show|Blackadder II|-|Rowan Atkinson, Tony Robinson|8.6|45,585|1986|https://www.imdb.com/title/tt0088484/
5555260|Show|Αυτοί είμαστε|-|Sterling K. Brown, Justin Hartley|8.6|127,668|2016|https://www.imdb.com/title/tt5555260/
0988824|Show|Νάρουτο: Το χρονικό της θύελλας|-|Junko Takeuchi, Maile Flanagan|8.6|111,680|2007|https://www.imdb.com/title/tt0988824/
8289930|Show|Formula 1: Οδηγός|-|Lewis Hamilton, Daniel Ricciardo|8.6|32,803|2019|https://www.imdb.com/title/tt8289930/
2049116|Show|Gomorra: La serie|-|Salvatore Esposito, Marco D'Amore|8.6|37,519|2014|https://www.imdb.com/title/tt2049116/
9140342|Show|It's a Sin|-|Olly Alexander, Nathaniel Curtis|8.6|27,951|2021|https://www.imdb.com/title/tt9140342/
0096639|Show|Οι αετοί της Δύσης|-|Robert Duvall, Tommy Lee Jones|8.6|22,379|1989|https://www.imdb.com/title/tt0096639/
0434706|Show|Monster|-|Hidenobu Kiuchi, Liam O'Brien|8.6|26,605|2004|https://www.imdb.com/title/tt0434706/
5290382|Show|Mindhunter|-|Jonathan Groff, Holt McCallany|8.6|262,319|2017|https://www.imdb.com/title/tt5290382/
0092324|Show|Blackadder the Third|-|Rowan Atkinson, Tony Robinson|8.6|43,279|1987|https://www.imdb.com/title/tt0092324/
0094517|Show|Mystery Science Theater 3000|-|Joel Hodgson, Michael J. Nelson|8.6|24,187|1988|https://www.imdb.com/title/tt0094517/
0090509|Show|The Return of Sherlock Holmes|-|Jeremy Brett, Edward Hardwicke|8.6|11,830|1986|https://www.imdb.com/title/tt0090509/
9174558|Show|Dopesick|-|Michael Keaton, Peter Sarsgaard|8.6|39,966|2021|https://www.imdb.com/title/tt9174558/
1305826|Show|Adventure Time|-|John DiMaggio, Jeremy Shada|8.6|88,078|2010|https://www.imdb.com/title/tt1305826/
5189670|Show|Φονικές Αμφιβολίες|-|Steven Avery, Dolores Avery|8.6|92,579|2015|https://www.imdb.com/title/tt5189670/
0475784|Show|Westworld|-|Evan Rachel Wood, Jeffrey Wright|8.6|468,457|2016|https://www.imdb.com/title/tt0475784/
1795096|Show|Behzat Ç|-|Erdal Besikçioglu, Inanç Konukçu|8.6|29,164|2010|https://www.imdb.com/title/tt1795096/
4236770|Show|Yellowstone|-|Kevin Costner, Luke Grimes|8.6|101,389|2018|https://www.imdb.com/title/tt4236770/
0380136|Show|QI|-|Alan Davies, Stephen Fry|8.5|31,162|2003|https://www.imdb.com/title/tt0380136/
5421602|Show|Άννα με Α|-|Amybeth McNulty, Geraldine James|8.5|49,376|2017|https://www.imdb.com/title/tt5421602/
6763664|Show|Οι Δαίμονες του Χιλ Χάουζ|-|Michiel Huisman, Carla Gugino|8.5|222,356|2018|https://www.imdb.com/title/tt6763664/
0096657|Show|Μίστερ Μπην|-|Rowan Atkinson, Robin Driscoll|8.5|113,182|1990|https://www.imdb.com/title/tt0096657/
0268093|Show|Ramayan|-|Arun Govil, Deepika Chikhalia|8.5|18,800|1987|https://www.imdb.com/title/tt0268093/
1489428|Show|Justified|-|Timothy Olyphant, Nick Searcy|8.5|95,843|2010|https://www.imdb.com/title/tt1489428/
0979432|Show|Boardwalk Empire|-|Steve Buscemi, Kelly Macdonald|8.5|183,467|2010|https://www.imdb.com/title/tt0979432/
0094525|Show|Οι περιπέτειες του Ηρακλή Πουαρό|-|David Suchet, Hugh Fraser|8.5|43,141|1989|https://www.imdb.com/title/tt0094525/
2244495|Show|The Eric Andre Show|-|Eric André, Hannibal Buress|8.5|16,769|2012|https://www.imdb.com/title/tt2244495/
10048342|Show|Το γκαμπί της βασίλισσας|-|Anya Taylor-Joy, Chloe Pirrie|8.5|393,576|2020|https://www.imdb.com/title/tt10048342/
0053488|Show|The Bugs Bunny Show|-|Mel Blanc, Joe Bronx|8.5|32,951|1960|https://www.imdb.com/title/tt0053488/
2100976|Show|Impractical Jokers|-|Brian Quinn, James Murray|8.5|37,977|2011|https://www.imdb.com/title/tt2100976/
1870479|Show|The Newsroom|-|Jeff Daniels, Emily Mortimer|8.5|112,159|2012|https://www.imdb.com/title/tt1870479/
1518542|Show|Sarabhai V/S Sarabhai|-|Satish Shah, Ratna Pathak Shah|8.5|16,415|2004|https://www.imdb.com/title/tt1518542/
0863046|Show|Flight of the Conchords|-|Jemaine Clement, Bret McKenzie|8.5|58,963|2007|https://www.imdb.com/title/tt0863046/
0275137|Show|Justice League|-|Carl Lumbly, Phil LaMarr|8.5|44,904|2001|https://www.imdb.com/title/tt0275137/
12343534|Show|Jujutsu Kaisen|-|Junya Enoki, Adam McArthur|8.5|43,882|2020|https://www.imdb.com/title/tt12343534/
10850932|Show|Sa-rang-eui bul-sa-chak|-|Hyun Bin, Son Ye-jin|8.5|23,215|2019|https://www.imdb.com/title/tt10850932/
12004706|Show|Panchayat|-|Jitendra Kumar, Raghuvir Yadav|8.5|48,942|2020|https://www.imdb.com/title/tt12004706/
0088509|Show|Dragonball|-|Masako Nozawa, Jôji Yanami|8.5|54,334|1986|https://www.imdb.com/title/tt0088509/
8595766|Show|Yeh Meri Family|-|Vishesh Bansal, Mona Singh|8.5|22,944|2018|https://www.imdb.com/title/tt8595766/
0080306|Show|Μάλιστα κ|-|Paul Eddington, Nigel Hawthorne|8.5|14,210|1980|https://www.imdb.com/title/tt0080306/
0280249|Show|Dragon Ball|-|Brice Armstrong, Steve Olson|8.5|58,077|1995|https://www.imdb.com/title/tt0280249/
0187664|Show|Spaced|-|Simon Pegg, Jessica Hynes|8.5|53,587|1999|https://www.imdb.com/title/tt0187664/
9544034|Show|Ο Οικογενειάρχης|-|Manoj Bajpayee, Samantha Ruth Prabhu|8.5|80,676|2019|https://www.imdb.com/title/tt9544034/
0314979|Show|Battlestar Galactica|-|Edward James Olmos, Mary McDonnell|8.5|73,596|2003|https://www.imdb.com/title/tt0314979/
0237123|Show|Τα Πιτσουνάκια|-|Jack Davenport, Gina Bellman|8.5|44,828|2000|https://www.imdb.com/title/tt0237123/
1586680|Show|Shameless|-|Emmy Rossum, William H. Macy|8.5|226,731|2011|https://www.imdb.com/title/tt1586680/
7221388|Show|Cobra Kai|-|Ralph Macchio, William Zabka|8.5|160,348|2018|https://www.imdb.com/title/tt7221388/
0158417|Show|Mahabharat|-|Harish Bhimani, Nitish Bharadwaj|8.5|16,637|1988|https://www.imdb.com/title/tt0158417/
0106028|Show|Homicide: Life on the Street|-|Richard Belzer, Clark Johnson|8.5|12,482|1993|https://www.imdb.com/title/tt0106028/
4158110|Show|Mr|-|Rami Malek, Christian Slater|8.5|369,176|2015|https://www.imdb.com/title/tt4158110/
0290978|Show|The Office|-|Ricky Gervais, Martin Freeman|8.5|108,306|2001|https://www.imdb.com/title/tt0290978/
0487831|Show|Μηχανοργάνωση Για Κλάματα|-|Chris O'Dowd, Richard Ayoade|8.5|145,836|2006|https://www.imdb.com/title/tt0487831/
1492966|Show|Louie|-|Louis C.K., Hadley Delany|8.5|77,599|2010|https://www.imdb.com/title/tt1492966/
0403778|Show|Long Way Round|-|Ewan McGregor, Charley Boorman|8.5|13,758|2004|https://www.imdb.com/title/tt0403778/
0421357|Show|Hagane no renkinjutsushi|-|Vic Mignogna, Aaron Dismuke|8.5|68,124|2003|https://www.imdb.com/title/tt0421357/
0423731|Show|Samurai chanpurû|-|Kazuya Nakai, Ginpei Sato|8.5|46,059|2004|https://www.imdb.com/title/tt0423731/
0163507|Show|Whose Line Is It Anyway?|-|Drew Carey, Colin Mochrie|8.5|42,469|1998|https://www.imdb.com/title/tt0163507/
7908628|Show|What We Do in the Shadows|-|Kayvan Novak, Matt Berry|8.5|62,264|2019|https://www.imdb.com/title/tt7908628/
10530900|Show|Gullak|-|Jameel Khan, Geetanjali Kulkarni|8.5|11,663|2019|https://www.imdb.com/title/tt10530900/
4063800|Show|Le Bureau des Légendes|-|Mathieu Kassovitz, Florence Loiret Caille|8.5|10,696|2015|https://www.imdb.com/title/tt4063800/
1513168|Show|Τα μυστήρια της ύπαρξης με τον Μόργκαν Φρίμαν|-|Morgan Freeman, Sean Carroll|8.5|17,558|2010|https://www.imdb.com/title/tt1513168/
0417373|Show|The Venture Bros|-|Christopher McCulloch, James Urbaniak|8.5|25,307|2003|https://www.imdb.com/title/tt0417373/
7562112|Show|Πόζα|-|Michaela Jaé (MJ) Rodriguez, Dominique Jackson|8.5|27,449|2018|https://www.imdb.com/title/tt7562112/
5288312|Show|Skam|-|Josefine Frida Pettersen, Iman Meskini|8.5|32,164|2015|https://www.imdb.com/title/tt5288312/
4647692|Show|Letterkenny|-|Michelle Mylett, Jared Keeso|8.5|20,378|2016|https://www.imdb.com/title/tt4647692/
0436992|Show|Δόκτωρ χου|-|Jodie Whittaker, Peter Capaldi|8.5|216,110|2005|https://www.imdb.com/title/tt0436992/
6108262|Show|Senke nad Balkanom|-|Andrija Kuzmanovic, Marija Bergam|8.5|11,132|2017|https://www.imdb.com/title/tt6108262/
0129690|Show|I'm Alan Partridge|-|Steve Coogan, Simon Greenall|8.5|20,079|1997|https://www.imdb.com/title/tt0129690/
0086831|Show|Μάλιστα|-|Paul Eddington, Nigel Hawthorne|8.5|11,023|1986|https://www.imdb.com/title/tt0086831/
1442449|Show|Σπάρτακος|-|Andy Whitfield, Lucy Lawless|8.5|235,499|2010|https://www.imdb.com/title/tt1442449/
0278238|Show|Samurai Jack|-|Phil LaMarr, Mako|8.5|50,887|2001|https://www.imdb.com/title/tt0278238/
1124373|Show|Sons of Anarchy|-|Charlie Hunnam, Katey Sagal|8.5|284,714|2008|https://www.imdb.com/title/tt1124373/
0417349|Show|North & South|-|Daniela Denby-Ashe, Richard Armitage|8.5|31,815|2004|https://www.imdb.com/title/tt0417349/
0290988|Show|Trailer Park Boys|-|John Paul Tremblay, Robb Wells|8.5|41,032|2001|https://www.imdb.com/title/tt0290988/
2575988|Show|Silicon Valley|-|Thomas Middleditch, T.J. Miller|8.5|141,610|2014|https://www.imdb.com/title/tt2575988/
1758429|Show|Spartacus: Gods of the Arena|-|John Hannah, Manu Bennett|8.5|134,099|2011|https://www.imdb.com/title/tt1758429/
0112159|Show|Shin seiki evangerion|-|Megumi Ogata, Megumi Hayashibara|8.5|62,917|1995|https://www.imdb.com/title/tt0112159/
0149460|Show|Futurama|-|Billy West, John DiMaggio|8.5|227,737|1999|https://www.imdb.com/title/tt0149460/
0118273|Show|Brass Eye|-|Christopher Morris, Mark Heap|8.5|10,486|1997|https://www.imdb.com/title/tt0118273/
1534360|Show|Ezel|-|Kenan Imirzalioglu, Cansu Dere|8.5|31,099|2009|https://www.imdb.com/title/tt1534360/
0203082|Show|Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen|-|Mayo Suzukaze, Junko Iwao|8.5|14,409|1999|https://www.imdb.com/title/tt0203082/
2701582|Show|Endeavour|-|Shaun Evans, Roger Allam|8.5|23,891|2012|https://www.imdb.com/title/tt2701582/
4082744|Show|Detectorists|-|Mackenzie Crook, Toby Jones|8.5|13,522|2014|https://www.imdb.com/title/tt4082744/
2243973|Show|Hannibal|-|Hugh Dancy, Mads Mikkelsen|8.5|245,348|2013|https://www.imdb.com/title/tt2243973/
0120570|Show|From the Earth to the Moon|-|Tom Hanks, Nick Searcy|8.5|12,004|1998|https://www.imdb.com/title/tt0120570/
1439629|Show|Community|-|Joel McHale, Danny Pudi|8.5|248,073|2009|https://www.imdb.com/title/tt1439629/
4093826|Show|Twin Peaks|-|Kyle MacLachlan, Sheryl Lee|8.5|64,448|2017|https://www.imdb.com/title/tt4093826/
5897304|Show|Mob Psycho 100|-|Setsuo Ito, Takahiro Sakurai|8.5|25,400|2016|https://www.imdb.com/title/tt5897304/
0995832|Show|Generation Kill|-|Alexander Skarsgård, James Ransone|8.5|51,714|2008|https://www.imdb.com/title/tt0995832/
3230854|Show|Διαστημική Συνωμοσία|-|Steven Strait, Dominique Tipper|8.5|143,078|2015|https://www.imdb.com/title/tt3230854/
2401256|Show|The Night Of|-|Riz Ahmed, John Turturro|8.5|141,515|2016|https://www.imdb.com/title/tt2401256/
1230180|Show|Εκνευρισμένος Gamer|-|James Rolfe, Mike Matei|8.4|14,703|2004|https://www.imdb.com/title/tt1230180/
3526078|Show|Schitt's Creek|-|Eugene Levy, Catherine O'Hara|8.4|109,189|2015|https://www.imdb.com/title/tt3526078/
4295140|Show|Στο Τραπέζι του Σεφ|-|Massimo Bottura, Francis Mallmann|8.4|14,979|2015|https://www.imdb.com/title/tt4295140/
0047708|Show|Alfred Hitchcock Presents|-|Alfred Hitchcock, Harry Tyler|8.4|16,654|1955|https://www.imdb.com/title/tt0047708/
3920596|Show|Μυστικά και Ψέματα|-|Reese Witherspoon, Nicole Kidman|8.4|185,055|2017|https://www.imdb.com/title/tt3920596/
2433738|Show|Wentworth|-|Kate Atkinson, Katrina Milosevic|8.4|21,416|2013|https://www.imdb.com/title/tt2433738/
5675620|Show|Ο Τιμωρός της Marvel|-|Jon Bernthal, Amber Rose Revah|8.4|215,149|2017|https://www.imdb.com/title/tt5675620/
1710308|Show|Regular Show|-|J.G. Quintel, William Salyers|8.4|38,670|2009|https://www.imdb.com/title/tt1710308/
2937900|Show|The Knick|-|André Holland, Clive Owen|8.4|47,274|2014|https://www.imdb.com/title/tt2937900/
0472027|Show|John Adams|-|Paul Giamatti, Laura Linney|8.4|31,688|2008|https://www.imdb.com/title/tt0472027/
5249462|Show|Boku dake ga inai machi|-|Ben Diskin, Tao Tsuchiya|8.4|41,213|2016|https://www.imdb.com/title/tt5249462/
0262150|Show|Black Books|-|Dylan Moran, Bill Bailey|8.4|57,438|2000|https://www.imdb.com/title/tt0262150/
6958022|Show|The Defiant Ones|-|Dr. Dre, Bono|8.4|13,834|2017|https://www.imdb.com/title/tt6958022/
0103584|Show|X-Men|-|Cedric Smith, Cal Dodd|8.4|41,168|1992|https://www.imdb.com/title/tt0103584/
2306299|Show|Βίκινγκ|-|Katheryn Winnick, Gustaf Skarsgård|8.4|496,270|2013|https://www.imdb.com/title/tt2306299/
10155688|Show|Mare of Easttown|-|Kate Winslet, Julianne Nicholson|8.4|135,983|2021|https://www.imdb.com/title/tt10155688/
5071412|Show|Όζαρκ|-|Jason Bateman, Laura Linney|8.4|257,326|2017|https://www.imdb.com/title/tt5071412/
12451520|Show|Είναι ΟΚ να μην Είσαι ΟΚ|-|Kim Soo-hyun, Seo Ye-Ji|8.4|19,625|2020|https://www.imdb.com/title/tt12451520/
7658402|Show|Harley Quinn|-|Kaley Cuoco, Lake Bell|8.4|22,077|2019|https://www.imdb.com/title/tt7658402/
0397150|Show|Garth Marenghi's Darkplace|-|Richard Ayoade, Matt Berry|8.4|17,738|2004|https://www.imdb.com/title/tt0397150/
7472896|Show|Mr Inbetween|-|Scott Ryan, Chika Yasumura|8.4|14,645|2018|https://www.imdb.com/title/tt7472896/
5425186|Show|Horace and Pete|-|Louis C.K., Steve Buscemi|8.4|16,235|2016|https://www.imdb.com/title/tt5425186/
1299368|Show|Southland|-|Michael Cudlitz, Shawn Hatosy|8.4|25,872|2009|https://www.imdb.com/title/tt1299368/
3895150|Show|Shigatsu wa kimi no uso|-|Natsuki Hanae, Risa Taneda|8.4|25,469|2014|https://www.imdb.com/title/tt3895150/
0043208|Show|ΑΣΠΡΟ - ΜΑΥΡΟ: I LOVE LUCY|-|Lucille Ball, Desi Arnaz|8.4|25,489|1951|https://www.imdb.com/title/tt0043208/
7278862|Show|Η υπέροχη φίλη μου|-|Alba Rohrwacher, Margherita Mazzucco|8.4|12,665|2018|https://www.imdb.com/title/tt7278862/
3428912|Show|Χάπι Βάλεϊ|-|Sarah Lancashire, Siobhan Finneran|8.4|37,882|2014|https://www.imdb.com/title/tt3428912/
9561862|Show|Έρωτας, Θάνατος & Ρομπότ|-|Scott Whyte, Nolan North|8.4|132,287|2019|https://www.imdb.com/title/tt9561862/
0310455|Show|Foyle's War|-|Michael Kitchen, Honeysuckle Weeks|8.4|14,566|2002|https://www.imdb.com/title/tt0310455/
1442437|Show|Μοντέρνα Οικογένεια|-|Ed O'Neill, Sofía Vergara|8.4|403,281|2009|https://www.imdb.com/title/tt1442437/
0075520|Show|Ο Ιησούς από τη Ναζαρέτ|-|Robert Powell, Olivia Hussey|8.4|21,668|1977|https://www.imdb.com/title/tt0075520/
11301642|Show|Ethos|-|Öykü Karayel, Fatih Artman|8.4|25,655|2020|https://www.imdb.com/title/tt11301642/
1474684|Show|Luther|-|Idris Elba, Dermot Crowley|8.4|132,344|2010|https://www.imdb.com/title/tt1474684/
1227926|Show|Dr|-|Neil Patrick Harris, Nathan Fillion|8.4|43,052|2008|https://www.imdb.com/title/tt1227926/
0421291|Show|Avrupa Yakasi|-|Gülse Birsel, Levent Üzümcü|8.4|17,989|2004|https://www.imdb.com/title/tt0421291/
